,Dealer or Individual?,Price,Year,Location,Mileage,Doors,Color,Engine,Description,Web Link
335,0,17333.0,2020," Riverside, California, United States",103642.0,4,Gray,"4-Cyl, i-VTEC, Turbo, 1.5 Liter",2020 Honda Accord LX Sedan 4D,https://www.ebay.com/itm/397000319452?_skw=honda+accord&itmmeta=01K48CRQ4PZPXDW0R6DYPFNGRZ&hash=item5c6f1021dc:g:qUIAAeSwBzFopjkK&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dwIgSY%2FjmqCPZPAeKho5i49Quw4TUfTLQQx4P2m7%2BbSDW3J1VRAvtxYjtcKm8gorQGqNvdyVmxubhLqIIQT9ZT5YEQSytR5P4sDGBwFio0LgNJx0cPtebFt7OCpjOYw6G%2Bahsv7EI65Q0igYMO1WQk%2BXuYPVyUhv0aTM5j1fC%2FmeC3ltHwGZEWWeB3M6SMbTya%2BhIrFyvDIVIw3oySrjH4HmF2HOXfZS6wF8Vc36exr7%2BwhJ0P%2BIXb1NuZaNuUciU%3D%7Ctkp%3ABk9SR8ry4oyiZg&pfm=0
336,1,16999.0,2018,"Dallas, Texas, United States",92197.0,4,Black,"4-Cyl, i-VTEC, Turbo, 1.5 Liter",2018 Honda Accord EX-L Sedan 4D,https://www.ebay.com/itm/376521266915?_skw=honda+accord&itmmeta=01K48CRQ4PMN55SS9Y9QDXQSTG&hash=item57aa6a96e3:g:iX0AAeSws-tosdmE&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1ddS2P3v7H%2FRw0keLioSeCoBUOUMLSmfhzOJzhTusDSJuKYNJQhZxEDqJLV60UxYEnG64e%2BaBOkywo8iUYZz7DnnymKZ3FWFFWw8vlJojifvUef3lVDtdsiulifLV7s1dFzEmVUbog0bveebEEfSU%2BOS0m7WrOJXam1Amt49xH4qfEBJhC4iEuaM0rDFnr2UneVfdOnjT5icCjML%2Bj8Aahr5OA13OKVM7Bn7UcTQi4scpLMHukkkKrrYmqrCMj8B3Up5T%2BIgbs%2Bf4m19d8Pp2AS6B3Z83Xs9fVVOKrDBUnotw%3D%3D%7Ctkp%3ABk9SR8ry4oyiZg&pfm=0
337,0,13400.0,2014," Greensboro, North Carolina, United States",132688.0,4,Black,2.4L I4 DOHC i-VTEC 16V,2014 Honda Accord EX-L,https://www.ebay.com/itm/326748834100?_skw=honda+accord&itmmeta=01K48DGR2VAQXBXXSYRG7Y8A9A&hash=item4c13bf8934:g:X34AAOSwQm1oVcIl&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1flIZJhuNAanSDRIXJjIT1Qhc%2BlT3ml%2FFg1MGSYa2Sw0wbUgA8PkxwQ42RQDewkHlk5LpxX6kbGtqcTLtjuLQXB95h%2FdpjtKh1rQwbG3ZGL5JZKNZ3cgihc%2FhdhmL0kD%2FUNyeUxt8JzvrnJK0q1XWHK8FwiwBKsuXKNam5wucsadSDHAhfv9aHf2vGnr8z3BROdzuHsYJhc5mHwIHr4rsKMU%2BM9XnZ43xGAHiwM1Dvwe09%2BFPKc9eNSp%2FlKRTja%2Bd6QfORFilmiS68mRRdmiMvKn%2BRJwpl4Dyol%2B%2B0Dtf%2F2dQ%3D%3D%7Ctkp%3ABk9SR9qBw42iZg&pfm=0
338,0,26150.0,2024,"Greensboro, North Carolina, United States",12083.0,4,White,1.5T I4 DOHC 16V Turbocharged VTEC,2024 Honda Accord EX,https://www.ebay.com/itm/326752072855?_skw=honda+accord&itmmeta=01K48DGR2VM5GRMYFK645SGYCR&hash=item4c13f0f497:g:cVAAAeSwo6los1rQ&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dZFCNv1JDukboAGUrzptPbDvm6SlN%2B4gV8RVJIf1HLQKW4aOpWPKIuJWQaA2TSiRnNwcHWCA16PwFB4wofliw6K8weNznldK71dPeL7oj0UTmLJnNP4g8otYazQm9ZqGgmd4Hl%2Fe%2FvBxDa%2BXbVXfAyVCib2f%2BvTsmezFnzxDaQvOR2PdAp18jw%2FUoFqUig8LSL0dRgZ2zLv%2Fu%2FWc5uao58NcGkppYM99YT6wXikzQIwUSqfbepB36i9X6JjSLICPybZu3sBAIRM6ar5SldsXTammFBsNa6GIgTJwNQWOrF1g%3D%3D%7Ctkp%3ABk9SR9qBw42iZg&pfm=0
339,0,4200.0,2009,"Orlando, Florida, United States",200659.0,4,Silver, 2.4L,2009 Honda Accord EXL,https://www.ebay.com/itm/205697930829?_skw=honda+accord&itmmeta=01K48DGR2V0T424QQ6Y5B03HF7&hash=item2fe48d564d:g:ju0AAeSwEatoiyCZ&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cA9iPtpdwC6hNU8aUQaGvmGe89%2BxtDrc7diDMeHH7V3GR74uHGvBwqXV%2B8VTFRYU9MMrnrKV0siOSHJMaakoWQSu0HM4gd8oecU3ChT7aDRzUQzX6WJGz%2FH4pXZQ8%2FKriwEhgeG%2B6hzIeO%2F4D0Ck3pIKK2AH8RQ9kcqQlub5vERSYDngjg76yDt44vrR88MBVcpGz%2BLYtq6W2Czc%2BzL4K4Lrf%2BS0iZ0hZgz8hs0sHDCjSZFNVqHKnqt2zp9mRZ1d7nPUziQts6v0szDbIyB%2F59HdgsYXgazcVOtRli5qQn5A%3D%3D%7Ctkp%3ABk9SR9iBw42iZg&pfm=0
340,0,15995.0,2015,"Pittsburgh, Pennsylvania, United States",70349.0,4,Brown,4 Cylinder Engine," Used 2015 Honda Accord                                     Used 2015 Honda Accord  1 / 39  Used 2015 Honda Accord in Pittsburgh, PA",https://www.deanhonda.com/auto/used-2015-honda-accord-pittsburgh-pa/109824206/
341,0,23990.0,2021,"Bridgeville, Pennsylvania, United States",27517.0,4,White,"4-Cyl, i-VTEC, Turbo, 1.5 Liter",2021 Honda Accord  LX Sedan 4D,https://www.carvana.com/vehicle/3792581?refSource=srp#vehicle-details
342,0,19990.0,2017,"Bridgeville, Pennsylvania, United States",65684.0,4,Black,"4-Cyl, i-VTEC, 2.4 Liter",2017 Honda Accord  EX-L Sedan 4D,https://www.carvana.com/vehicle/3834509?refSource=srp
343,0,14590.0,2013,"Bridgeville, Pennsylvania, United States",118263.0,2,Blue,1HGCT1B88DA011116,2013 Honda Accord  EX-L Coupe 2D,https://www.carvana.com/vehicle/3697463?refSource=srp
344,0,19990.0,2017,"Bridgeville, Pennsylvania, United States",76833.0,4,Red,"4-Cyl, i-VTEC, 2.4 Liter",2017 Honda Accord  Sport Sedan 4D,https://www.carvana.com/vehicle/3856514?refSource=srp#vehicle-details
345,0,9995.0,2014,"Sunland, CA",134169.0,4,Gold,185 hp 2.4L I4,"Our One Owner 2014 Honda Accord LX Sedan, shown in beautiful Champagne Frost Pearl, is synonymous with comfort and performance. Powered by a 2.4 Liter 4 Cylinder that produces 185hp paired with an innovative CVT. Our Front Wheel Drive sedan rewards you with nearly 36mpg on the highway has responsive acceleration not found in other brands in its class, and continues to be the gold standard in form-meeting function. Angular side sculpting and a bold grille give our LX a sporty yet sophisticated flair. Take a look inside our LX and notice the comfortable, well-appointed interior that offers ample passenger space and a multi-functional 8-inch display communicates with the car's technology to be your official command center and to provide you with a personalized driving experience at your fingertips with steering wheel-mounted controls. You'll appreciate dual-zone automatic climate control, a rearview camera, and a sound system with iPod/USB integration and Pandora functionality. Thanks to Honda and its advanced compatibility engineering body structure, numerous airbags, and responsive braking, you know your precious cargo will be kept out of harm's way in this sedan. The quality engineering behind the Accord LX sedan makes it the obvious choice. Save this Page and Call for Availability. We Know You Will Enjoy Your Carfluent Test Drive Towards Ownership! .",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=372e7450-4262-4315-b101-ce48073ed391&zip=90009&distance=50&entitySelectingHelper.selectedEntity=d585&sourceContext=untrackedExternal_false_0&sortDir=DESC&sortType=AGE_IN_DAYS&makeModelTrimPaths=m6%2Fd585&makeModelTrimPaths=m6&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&shouldPersistSortSelection=true&nonShippableBaseline=0#listing=388152386/NONE/DEFAULT
346,0,23293.0,2023,,30719.0,4,Black,192 hp 1.5L I4,"Full dealer inspection and recently serviced. Extended warranties available for full peace of mind. We welcome all third party inspectors on site. We also offer a 3 day, 300 mile return policy on all used vehicles. Inquire for details. Price Includes: $1,000 Finance Assistance - Dealer Provided Rebate. COMPLETE DETAIL, DEALER INSPECTED, Cloth. CARFAX One-Owner. 4D Sedan 29/37 City/Highway MPG Priced below KBB Fair Purchase Price! We are a factory authorized INFINITI new car sales and service dealership. We offer nationwide financing for our customers with rates as low as 0.9%! We also ship nationwide at wholesale rates, lower than any broker - and we offer extended warranties for protection after the sale. Please ask us for a full walkaround or FaceTime video for full peace of mind.",https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=372e7450-4262-4315-b101-ce48073ed391&zip=90009&distance=50&entitySelectingHelper.selectedEntity=d585&sourceContext=untrackedExternal_false_0&sortDir=DESC&sortType=AGE_IN_DAYS&makeModelTrimPaths=m6%2Fd585&makeModelTrimPaths=m6&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&shouldPersistSortSelection=true&nonShippableBaseline=0#listing=398666305/NONE/NATIONWIDE_SHIPPING
347,0,23083.0,2022,"10432 Perry Hwy, Wexford, PA 15090",92142.0,4,Black,1.5L 4 Cylinder Engine,"Baierl Honda is excited to offer this charming 2022 Honda Accord in Black. This vehicle has been inspected by our award winning service team and comes with the following features; Accord Sport Special Edition, 4D Sedan, 1.5T I4 DOHC 16V Turbocharged VTEC, CVT, FWD, Black, Black Leather.",https://www.baierlhonda.com/used/Honda/2022-Honda-Accord-fd47148dac1818cc9ffc769c8dbd378a.htm
348,0,28376.0,2025,"10432 Perry Hwy, Wexford, PA 15090",7424.0,4,Black,1.5L 4 Cylinder Engine,Baierl Honda is pleased to offer this great-looking 2025 Honda Accord in Crystal Black Pearl. This vehicle has been inspected by our award winning service team and comes with the following features; CARFAX One-Owner. Clean CARFAX.  29/37 City/Highway MPG,https://www.baierlhonda.com/used/Honda/2025-Honda-Accord-f9de6fb2ac182624a36828a72b0ff6c7.htm
349,0,24602.0,2022,"10432 Perry Hwy, Wexford, PA 15090",55717.0,4,Lunar Silver Metallic,1.5L 4 Cylinder Engine,"* Vehicle History * Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date * Roadside Assistance * 182 Point Inspection * Transferable Warranty * Limited Warranty: 24 Month/100,000 Mile (whichever comes first) after new car warranty expires or from certified purchase date * Vehicles purchased within New Vehicle Limited Warranty period: extends New Vehicle Limited Warranty to 5 years*/60,000 miles*. Honda Care Roadside Assistance for 2 year/100,000 miles (whichever occurs first). Up to two complimentary oil changes within the first year of ownership. SiriusXM 90-Day Trial. * Warranty Deductible: $0",https://www.baierlhonda.com/certified/Honda/2022-Honda-Accord-cb827bc5ac183d5c6d318c5bc97e58f3.htm
350,0,9598.0,2012,"106 Harper Dr Belle Vernon, PA 15012",143155.0,4,Polished Metal Metallic,Gas I4 2.4L/144,"Fresh Oil Change, 17 x 7.5 Alloy Wheels, 4-Wheel Disc Brakes, 7 Speakers, ABS brakes, Air Conditioning, AM/FM radio: XM, Anti-whiplash front head restraints, Automatic temperature control, Brake assist, CD player, Delay-off headlights, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Four wheel independent suspension, Front anti-roll bar, Front dual zone A/C, Fully automatic headlights, Low tire pressure warning, Occupant sensing airbag, Overhead airbag, Panic alarm, Power driver seat, Power moonroof, Power steering, Power windows, Radio data system, Rear anti-roll bar, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Steering wheel mounted audio controls, Traction control, XM Radio, Alloy wheels, Auto-dimming Rear-View mirror, Bumpers: body-color, Driver door bin, Driver vanity mirror, Front Bucket Seats, Front Center Armrest, Front reading lights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Shift Knob, Leather-Trimmed Seat Trim, Outside temperature display, Overhead console, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power passenger seat, Rear seat center armrest, Speed-Sensitive Wipers, Tachometer, Telescoping steering wheel, Tilt steering wheel, Variably intermittent wipers, AS-IS VEHICLE, 17 x 7.5 Alloy Wheels, 4-Wheel Disc Brakes, 7 Speakers, ABS brakes, Air Conditioning, AM/FM radio: XM, Anti-whiplash front head restraints, Automatic temperature control, Brake assist, CD player, Delay-off headlights, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Four wheel independent suspension, Front anti-roll bar, Front dual zone A/C, Fully automatic headlights, Low tire pressure warning, Occupant sensing airbag, Overhead airbag, Panic alarm, Power driver seat, Power moonroof, Power steering, Power windows, Radio data system, Rear anti-roll bar, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Steering wheel mounted audio controls, Traction control, XM Radio.",https://www.charperhonda.com/used-Vernon-2012-Honda-Accord-EX+L+24-1HGCP2F87CA167795
351,0,21588.0,2021,"5854 University Boulevard MOON TOWNSHIP, PA 15108",56753.0,4,Red,"1.5L I-4 gasoline direct injection, DOHC, i-VTEC variable valve control, intercooled turbo, regular unleaded, engine with 192HP","Back-Up Camera, Turbocharged, iPod/MP3 Input, Onboard Communications System, Aluminum Wheels, Keyless Start, Dual Zone A/C, Apple CarPlay, Smart Device Integration, Lane Keeping Assist. MP3 Player, Keyless Entry, Steering Wheel Controls, Child Safety Locks, Electronic Stability Control. Honda LX with Radiant Red Metallic exterior and Ivory interior features a 4 Cylinder Engine with 192 HP at 5500 RPM*.",https://www.northstarchevy.net/used-Pennsylvanias+-2021-Honda-Accord-LX-1HGCV1F10MA069647
352,0,16900.0,2017,"Portland, OR",62612.0,4,White Orchid Pearl,2.4L Inline-4 Gas,"KEY FEATURES INCLUDE Back-Up Camera, iPod/MP3 Input, Bluetooth®, CD Player, Aluminum Wheels  EXPERTS CONCLUDE newCarTestDrive.coms review says The Accord delivers an excellent ride and nicely balanced handling. Road manners rank as stellar. Unlike some electric power steering systems, Hondas inspires confidence, offering good centering and largely linear weighting..",https://www.truecar.com/used-cars-for-sale/listing/1HGCR2F3XHA302807/2017-honda-accord/?position=22&returnTo=%2Fused-cars-for-sale%2Flistings%2Fhonda%2Flocation-portland-or%2F&sourceType=marketplace
353,0,16995.0,2013,"Loretto, MN",41900.0,4,Alabaster Silver Metallic,2.4L Inline-4 Gas,"Equipped with advanced safety features such as electronic stability control and anti-lock brakes, the 2013 Honda Accord EX-L offers peace of mind for you and your passengers.  Don't miss your chance to own this top-of-the-line model from Honda. Come test drive the 2013 Honda Accord EX-L today and experience the perfect combination of style, performance, and safety. Hurry, this car won't last long!",https://www.truecar.com/used-cars-for-sale/listing/1HGCR2F85DA271813/2013-honda-accord/?position=0&returnTo=%2Fused-cars-for-sale%2Flistings%2Fhonda%2Faccord%2Flocation-wabasso-mn%2F&sourceType=marketplace&zipcode=56293
354,0,27682.0,2024,"Gallatin, TN",37737.0,4,Platinum White Pearl,2.0L Inline-4 Hybrid,"* LOCAL TRADE, * CLEAN AUTOCHECK, * ONE OWNER, * NEW TIRES, * GOOD TIRES, * NEW BRAKES, * GOOD BRAKES, * NON SMOKER, * APPLE CARPLAY / ANDROID AUTO, * BACKUP CAMERA, * BLUETOOTH, * HONDA CERTIFIED, * HEATED SEATS, * PUSH BUTTON START, * SPORT PACKAGE, * ALLOY WHEELS, 4D Sedan, Platinum White Pearl. Recent Arrival! 46/41 City/Highway MPG Certified. HondaTrue Certified Details: * Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date * Limited Warranty: 24 Month/100,000 Mile (whichever comes first) after new car warranty expires or from certified purchase date * Roadside Assistance * Transferable Warranty * Vehicle History * 182 Point Inspection * Vehicles purchased within New Vehicle Limited Warranty period: extends New Vehicle Limited Warranty to 5 years*/60,000 miles*. Honda Care Roadside Assistance for 2 year/100,000 miles (whichever occurs first). Up to two complimentary oil changes within the first year of ownership. SiriusXM 90-Day Trial. * Warranty Deductible: $0",https://www.truecar.com/used-cars-for-sale/listing/1HGCY2F58RA032837/2024-honda-accord/?position=32&returnTo=%2Fused-cars-for-sale%2Flistings%2Fhonda%2Faccord%2Flocation-williamsport-tn%2F&sourceType=marketplace
355,0,22998.0,2020,"Charlotte, NC",44929.0,4,Tan,1.5L Inline-4 Gas Turbocharged,"CarMax values transparency and wants you to love your next car, not settle on it. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no impact to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can take advantage of express pickup at your local CarMax. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes tax, title, tags and $599 CarMax processing fee (not required by law). Price assumes that final purchase will be made in the State of NC, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Inventory shown here is updated every 24 hours.Prior Use:Fleet",https://www.truecar.com/used-cars-for-sale/listing/1HGCV1F12LA012221/2020-honda-accord/?position=22&returnTo=%2Fused-cars-for-sale%2Flistings%2Fhonda%2Faccord%2Flocation-pinehurst-nc%2F&sourceType=marketplace&zipcode=28227
356,0,29998.0,2022,"Hillside, IL",9517.0,4,Blue,2.0L Inline-4 Hybrid,"The list price of $29,998 for this 2022 Honda Accord is a high price! The average list price for similar models is $27,572.",https://www.truecar.com/used-cars-for-sale/listing/1HGCV3F2XNA037942/2022-honda-accord/?position=24&returnTo=%2Fused-cars-for-sale%2Flistings%2Fhonda%2Faccord%2Flocation-wauzeka-wi%2F&sourceType=marketplace&zipcode=60162
357,0,21895.0,2018,"Bremerton, WA",65961.0,4,Black,1.5L 4-Cylinder Turbo Gas Engine,"2018 Honda Accord LX 1.5T I4 DOHC 16V Turbocharged VTEC FWD Modern Steel Metallic   30/38 City/Highway MPG   Awards: * JD Power Automotive Performance, Execution and Layout (APEAL) Study * ALG Residual Value Awards, Residual Value Awards * NACTOY 2018 North American Car of the Year * 2018 KBB.com 10 Most Awarded Brands * 2018 KBB.com Brand Image Awards Kelley Blue Book Brand Image Awards are based on the Brand Watch(tm) study from Kelley Blue Book Market Intelligence. Award calculated among non-luxury shoppers. For more information, visit www.kbb.com. Kelley Blue Book is a registered trademark of Kelley Blue Book Co., Inc.  Service records available on all pre-owned vehicles Service Contract and Maintenace Package available on most vehicles. We Want to Buy Your Vehicle!!! Get a True Cash Offer for Your Car in Minutes!!. Call us today to schedule your VIP Test Drive!",https://www.autotrader.com/cars-for-sale/vehicle/757597800?city=Seattle&listingType=USED&makeCode=HONDA&modelCode=ACCORD&sortBy=distanceASC&state=WA
358,0,33888.0,2024,"Bellevue, WA",17825.0,4,Black,Hybrid: Gas/Electric,"Check out this 2024 Honda Accord Hybrid Touring. Its Variable transmission and Gas/Electric I-4 2.0 L/122 engine will keep you going. This Honda Accord Hybrid features the following options: Wheels: 19"" x 8.5J Berlina Black -inc: machined face, Vehicle Stability Assist (VSA) Electronic Stability Control (ESC), Valet Function, Turn-By-Turn Navigation Directions, Trunk Rear Cargo Access, Trip Computer, Transmission: Electronic Continuously Variable -inc: econ, normal, sport and individual modes, Traffic Jam Assist, Tires: 235/40R19 96V AS, and Tire Specific Low Tire Pressure Warning.",https://www.autotrader.com/cars-for-sale/vehicle/750877872?city=Seattle&listingType=USED&makeCode=HONDA&modelCode=ACCORD&sortBy=distanceASC&state=WA
359,0,9999.0,2008,"Seattle, WA",80945.0,4,Silver,2.4L 4-Cylinder Gas Engine,"Superb condition, 1-owner, ultra low mileage 2008 Honda Accord EX-L! Clean title, no accidents, runs perfect, everything works, well maintained, and totally turnkey ready! This is the needle in the haystack of a well-kept, super low mileage, loaded Accord with a perfect Carfax and priced to move! Come see and drive to appreciate this gently used, top of the line, midsize sedan gem!",https://www.autotrader.com/cars-for-sale/vehicle/758294604?city=Seattle&listingType=USED&makeCode=HONDA&modelCode=ACCORD&sortBy=distanceASC&state=WA
360,1,6995.0,2011,"Bellevue, WA",121000.0,4,White, 2.4L 4-Cylinder Gas Engine,"Saturday and Sunday are by appointment only. Please call or text the owner, Jason Chen at .",https://www.autotrader.com/cars-for-sale/vehicle/757400909?city=Seattle&listingType=USED&makeCode=HONDA&modelCode=ACCORD&sortBy=distanceASC&state=WA
361,0,37888.0,2025,"Bellevue, WA",850.0,4,Grey, Hybrid: Gas/Electric,"Look at this certified 2025 Honda Accord Hybrid Touring. Its Variable transmission and Gas/Electric I-4 2.0 L/122 engine will keep you going. This Honda Accord Hybrid comes equipped with these options: Wheels: 19"" x 8.5J Berlina Black -inc: machined face, Vehicle Stability Assist (VSA) Electronic Stability Control (ESC), Valet Function, Turn-By-Turn Navigation Directions, Trunk Rear Cargo Access, Trip Computer, Transmission: Electronic Continuously Variable -inc: econ, normal, sport and individual modes, Traffic Jam Assist, Tires: 235/40R19 96V AS, and Tire Specific Low Tire Pressure Warning.",https://www.autotrader.com/cars-for-sale/vehicle/754849397?city=Seattle&listingType=USED&makeCode=HONDA&modelCode=ACCORD&sortBy=distanceASC&state=WA
362,0,19995.0,2015,"Lynnwood, WA",74747.0,4,Red,2.4L 4-Cylinder Gas Engine,"This Honda Accord EX-L, with a 2.4L I4 185hp 181ft. lbs. engine, features a CVT transmission, and generates 36 highway/27 city MPG. Find this vehicle with only 74747 miles! Honda Accord EX-L Options: This Honda Accord EX-L offers a multitude of options. Technology options include: In-Dash CD (MP3 Playback), In-Dash CD (single disc), Internet radio app (Pandora), Radio (AM/FM), Radio (touch screen display). Safety options include Front wipers (variable intermittent), Airbag deactivation (occupant sensing passenger), Front airbags (dual), Side airbags (front), Side curtain airbags (front).",https://www.autotrader.com/cars-for-sale/vehicle/758147936
363,0,17977.0,2016,"Burien, WA",78342.0,4,White, 2.4L 4-Cylinder Gas Engine,"-This 2016 Honda Accord comes equipped with, Ivory w/Leather-Trimmed Seats.  * All vehicles are one of each and are subject to prior sale. All Pre-Owned or certified vehicles are used. A negotiable documentary service fee of up to $200 may be added to the sale price or capitalized cost. All financing is subject to credit approval. Prices exclude tax, title, and license. Please consider verifying any information in question with a dealership sales representative. *MSRP is not the advertised selling price of the vehicle. MSRP means Manufacturers Suggested Retail Price and is for informational purposes only. Contact dealer for the selling price. All offers and sales contingent on the vehicle being titled in Washington state. MPG is based on EPA estimates for newly manufactured vehicles only. Actual rating will vary with driving conditions, habits, and vehicle condition. No sale is final or binding until buyer and dealer execute a written purchase agreement. Vehicle specifications, equipment, features, and options are for informational purposes only and may change or vary. Customer must verify actual vehicle specifications, equipment, features, and options prior to sale.Advertised price is the cash or financed price. Dealership will impose a 3% surcharge on all credit card transactions on the portion of the purchase price paid with a credit card. Paying a portion of the purchase price by credit card will increase the total amount paid. Dealership does not surcharge cash or debit transactions. Dealership reserves the right to restrict or limit the use of credit cards in vehicle sales transactions.  Subject to prior sale. All transactions are negotiable including price, trade allowance, interest rate (of which the dealer may retain a portion), term, and documentary service fee. Any agreement is subject to execution of contract documents. Customers should verify the existence and condition of any equipment listed.",https://www.autotrader.com/cars-for-sale/vehicle/755973292
364,0,26506.0,2022,"Puyallup, WA",34488.0,4,White,1.5L 4-Cylinder Turbo Gas Engine,"Only 34,488 Miles! Scores 35 Highway MPG and 29 City MPG! This Honda Accord Sedan boasts a Intercooled Turbo Regular Unleaded I-4 1.5 L/91 engine powering this Variable transmission. Remote Keyless Entry w/Integrated Key Transmitter, Illuminated Entry, Illuminated Ignition Switch and Panic Button, Front Fog Lamps, Dual Zone Front Automatic Air Conditioning.  * This Honda Accord Sedan Features the Following Options * Wheels: 19"" Machine-Finished Alloy w/Black Inserts, Vehicle Stability Assist (VSA) Electronic Stability Control (ESC), Valet Function, Trunk Rear Cargo Access, Trip computer, Transmission: Continuously Variable -inc: sport mode and paddle shifters, Tires: 235/40R19 96V AS, Strut Front Suspension w/Coil Springs, Steel Spare Wheel, Speed Sensitive Variable Intermittent Wipers.",https://www.autotrader.com/cars-for-sale/vehicle/755320598
365,0,15995.0,2015,"Pittsburgh, PA",70349.0,4,,4 Cylinder Engine,"This 2015 Honda Accord Sedan LX has a beautiful exterior with interior. This vehicle has 70,349 miles has been thoroughly inspected by our factory trained service technicians and has been fully reconditioned for immediate delivery. We're happy to provide this Accord Sedan's CARFAX vehicle history report upon request as well.",https://www.deanhonda.com/auto/used-2015-honda-accord-pittsburgh-pa/109824206/
366,0,26795.0,2022,"Pittsburgh, PA",17826.0,4,Radiant Red Metallic,4 Cylinder Engine,"At CDJR of Greenville we believe that your car buying experience should be an enjoyable one. It's our goal to exceed your expectations in every way so that each and every time your family needs a car or truck, you know exactly where to go. We set out to accomplish that by staying firmly rooted in our values of integrity and professionalism in order to provide you with a truly superior customer service experience. A proud member of the Dean Auto Group, we're sure you'll find the quality new or used vehicle you want from the manufacturers you love! Find exactly what you're looking for at a price that makes you smile...  This 2022 Honda Accord Sedan EX-L has a beautiful RADIANT RED METALLIC exterior with interior. This vehicle has 17,826 miles has been thoroughly inspected by our factory trained service technicians and has been fully reconditioned for immediate delivery. We're happy to provide this Accord Sedan's CARFAX vehicle history report upon request as well.   One Owner!",https://www.deanhonda.com/auto/used-2022-honda-accord-sedan-exl-near-pittsburgh-pa/109185593/
367,0,21995.0,2018,"Pleasant Hills, PA",65264.0,4,Crystal Black Pearl,4 Cylinder Engine,"**1 OWNER**, **NEW TIRES**, **HEATED LEATHER SEATS**, MOONROOF   This 2018 Honda Accord Sedan EX-L 1.5T has a beautiful Crystal Black Pearl exterior with Ivory interior. This vehicle has 65,262 miles has been thoroughly inspected by our factory trained service technicians and has been fully reconditioned for immediate delivery. We're happy to provide this Accord Sedan's CARFAX vehicle history report upon request as well.",https://www.deanhonda.com/auto/used-2018-honda-accord-sedan-exl-15t-pittsburgh-pa/109483430/
368,0,34495.0,2025,"Pittsburgh, PA",7.0,4,Solar Silver Metallic,Engine: 2.0L I-4 DOHC 16-Valve Dual-VTC,"Safety and Security The vehicle is equipped with a system that senses, and then prepares, the vehicle and/or occupants, for an impending forward collision. The vehicle constantly monitors the roadway in front of the vehicle and identifies and tracks pedestrians on an interior display. If the system determines a likely impact, it will automatically take preventative steps to avoid hitting the pedestrian. With this system the driver's hands must remain on the wheel at all times but can be removed briefly (for a few seconds), otherwise the vehicle will prompt the driver to put their hands back on the wheel. Technology and Telematics Apple CarPlay/Android Auto smart device wireless mirroring Mobile devices can wirelessly connect to the internet through the vehicle's private mobile network.   No matter what your automotive needs may be, you'll find answers here at Dean Honda. This 2025 Honda Accord Hybrid EX-L has a beautiful Solar Silver Metallic exterior with Black interior.  We know that prospective customers are extremely well educated when researching their next vehicle. Dean Honda has made it easy to get all the available vehicle information so you can spend less time researching and more time enjoying your purchase. As a premier Pennsylvania Honda dealer, we have a huge selection of new and used vehicles from which to choose. Dean Honda online and offline customers enjoy vehicle specials every day. We offer Honda service & parts, an online inventory, and outstanding financing options, making Dean Honda a preferred dealer serving Pittsburgh, Pleasant Hills, Jefferson Hills, West Mifflin and Bethel Park area Honda buyers. Ready to set up a test drive? Visit our Pleasant Hills area Honda dealership in Pittsburgh, PA today! To verify availability on this vehicle please contact our client care team at 412-466-8120.  Our address is 911 Clairton Blvd Pittsburgh PA 15236.",https://www.deanhonda.com/auto/new-2025-honda-accord-hybrid-exl-pittsburgh-pa/108186658/
